,y1,y2,p1,p2
163,1,0,0.6124795282198778,0.38752047178012217
164,0,1,0.018037462746017075,0.981962537253983
165,1,0,0.969321223358425,0.030678776641575034
166,0,1,0.1554868230893179,0.8445131769106821
167,0,1,0.045877603877643745,0.9541223961223563
168,0,1,0.011071491354878253,0.9889285086451217
169,1,0,0.7328105850758931,0.26718941492410686
170,1,0,0.8671099416651873,0.1328900583348127
171,0,1,0.00871357200852084,0.9912864279914791
172,1,0,0.5550090766617829,0.4449909233382171
173,0,1,0.0669169290533757,0.9330830709466242
174,1,0,0.8251631547747422,0.17483684522525778
175,0,1,0.040842358153945366,0.9591576418460547
176,1,0,0.881778132417276,0.11822186758272402
177,0,1,0.26257133957402173,0.7374286604259783
178,1,0,0.9886519888389833,0.011348011161016691
179,0,1,0.02861503540570388,0.9713849645942961
180,0,1,0.18402133760033965,0.8159786623996603
181,0,1,0.02263716826389575,0.9773628317361043
182,1,0,0.9872190501754355,0.012780949824564458
183,1,0,0.9796356228699516,0.02036437713004835
184,0,1,0.08943251285600518,0.9105674871439948
185,1,0,0.8455138969715553,0.15448610302844468
186,1,0,0.9634634703784216,0.036536529621578384
187,0,1,0.6574628442377954,0.34253715576220456
188,1,0,0.5978478483219117,0.40215215167808827
189,0,1,0.07716694950266922,0.9228330504973308
190,0,1,0.01854251811023194,0.9814574818897681
191,1,0,0.983244933684349,0.016755066315651046
192,1,0,0.9837644079254138,0.016235592074586247
193,0,1,0.8070593487288374,0.19294065127116256
194,0,1,0.18098294766694836,0.8190170523330517
195,1,0,0.1965648209954903,0.8034351790045097
196,1,0,0.9136908603257049,0.0863091396742951
197,1,0,0.9832275447277538,0.016772455272246245
198,1,0,0.9814918810304746,0.018508118969525422
199,1,0,0.9477848804959603,0.052215119504039675
200,1,0,0.820585076436282,0.17941492356371802
201,0,1,0.016979882071807215,0.9830201179281928
202,0,1,0.03613418011145577,0.9638658198885443
203,1,0,0.9834640109683864,0.016535989031613574
204,1,0,0.7621114642220976,0.23788853577790237
205,0,1,0.008097820964396749,0.9919021790356033
206,0,1,0.020128502920074235,0.9798714970799257
207,1,0,0.8500531133049047,0.14994688669509526
208,0,1,0.007772317928816758,0.9922276820711833
209,0,1,0.035849441136502326,0.9641505588634977
210,0,1,0.6427541020405012,0.3572458979594988
211,1,0,0.8827725978111038,0.11722740218889616
212,1,0,0.8347416949990778,0.1652583050009222
213,0,1,0.06554007800571197,0.9344599219942881
214,0,1,0.902189461175238,0.09781053882476198
215,0,1,0.07395204862520223,0.9260479513747978
216,0,1,0.16164988505326647,0.8383501149467335
217,1,0,0.9285690867928477,0.07143091320715234
218,1,0,0.831504685379815,0.16849531462018497
219,1,0,0.9732012096858851,0.026798790314114918
220,1,0,0.8423912560295788,0.15760874397042124
221,0,1,0.6863448433543228,0.3136551566456772
222,0,1,0.018646901820534315,0.9813530981794657
223,0,1,0.22743670348614597,0.772563296513854
224,0,1,0.09552416610161513,0.9044758338983849
225,0,1,0.07870282739247572,0.9212971726075243
226,1,0,0.9920775874852306,0.007922412514769439
227,1,0,0.2750753310464166,0.7249246689535833
228,1,0,0.9823717236732601,0.01762827632673991
229,1,0,0.8039845011540323,0.1960154988459677
230,1,0,0.9547009909247772,0.045299009075222774
231,1,0,0.5315507561558003,0.4684492438441997
232,0,1,0.7045456625483627,0.2954543374516373
233,1,0,0.5062939020867196,0.49370609791328035
234,0,1,0.04985148010247555,0.9501485198975245
235,1,0,0.9108876112124739,0.08911238878752614
236,0,1,0.10984978619074097,0.8901502138092591
237,0,1,0.009407086895762836,0.9905929131042371
238,0,1,0.8255948274092659,0.17440517259073407
239,0,1,0.04193104757782682,0.9580689524221732
240,1,0,0.9890627766142676,0.010937223385732442
241,1,0,0.9904279124685721,0.009572087531427909
242,1,0,0.9859175571234255,0.014082442876574452
243,0,1,0.23175765573477464,0.7682423442652253
244,0,1,0.008616402942287327,0.9913835970577127
245,1,0,0.9876684448882421,0.012331555111757875
246,0,1,0.350200383792802,0.649799616207198
247,1,0,0.9915621006236987,0.00843789937630135
248,1,0,0.9913043592260625,0.008695640773937474
249,1,0,0.9741711407411088,0.025828859258891224
250,0,1,0.12395367343201617,0.8760463265679839
251,0,1,0.25941281071232847,0.7405871892876715
252,1,0,0.9736957078695686,0.026304292130431395
253,0,1,0.15048784297772813,0.8495121570222719
254,0,1,0.038975279988574904,0.9610247200114251
255,1,0,0.6610580098673545,0.3389419901326455
256,1,0,0.9885872724445969,0.011412727555403124
257,1,0,0.886984042557686,0.11301595744231396
258,0,1,0.6901053146722076,0.3098946853277924
259,0,1,0.01929860782099325,0.9807013921790068
260,1,0,0.7773123706862043,0.2226876293137957
261,1,0,0.9933107281103195,0.006689271889680493
262,0,1,0.02933614508216923,0.9706638549178308
263,0,1,0.5703542246530601,0.42964577534693993
264,1,0,0.9796423485207796,0.020357651479220418
265,1,0,0.9246788960626106,0.07532110393738944
266,1,0,0.8879686215963195,0.11203137840368049
267,1,0,0.8932942359171568,0.10670576408284316
268,0,1,0.21330987840950283,0.7866901215904971
269,0,1,0.12302600786600498,0.876973992133995
270,1,0,0.9605931596754698,0.039406840324530235
271,1,0,0.9608769273350227,0.039123072664977276
272,0,1,0.9774832831539543,0.022516716846045726
273,1,0,0.9856903133524576,0.014309686647542397
274,0,1,0.5531543858595284,0.44684561414047164
275,1,0,0.5287589590898891,0.4712410409101109
276,1,0,0.9561840198587006,0.04381598014129939
277,1,0,0.8319679673839042,0.16803203261609578
278,1,0,0.8928002325310496,0.10719976746895044
279,1,0,0.9551235135147141,0.04487648648528586
280,1,0,0.9820147335231583,0.017985266476841733
281,0,1,0.17945438773577682,0.8205456122642232
282,1,0,0.24155548010838007,0.7584445198916199
283,0,1,0.018703195015589938,0.9812968049844101
284,1,0,0.7074024055303758,0.2925975944696242
285,0,1,0.010554657837245938,0.989445342162754
286,0,1,0.43929596867443543,0.5607040313255646
287,1,0,0.6286538981614481,0.3713461018385519
288,0,1,0.11561901880906322,0.8843809811909368
289,1,0,0.73269371073019,0.26730628926981004
290,0,1,0.010001211332917762,0.9899987886670822
291,0,1,0.010702496016195731,0.9892975039838042
292,1,0,0.9653102603340832,0.03468973966591682
293,0,1,0.21448603816438427,0.7855139618356157
294,0,1,0.02584647028971271,0.9741535297102872
295,0,1,0.5799169808756494,0.42008301912435064
296,1,0,0.9426723402177354,0.05732765978226462
297,0,1,0.060552013862624036,0.939447986137376
298,1,0,0.7906594112406993,0.20934058875930073
299,0,1,0.017182612683662418,0.9828173873163376
300,0,1,0.012331589671873835,0.9876684103281261
301,0,1,0.6019379132032886,0.3980620867967114
302,1,0,0.6239507255939196,0.3760492744060804
303,0,1,0.8137099358965287,0.18629006410347126
304,1,0,0.9137977775513411,0.08620222244865894
305,1,0,0.9922978270031199,0.007702172996880141
306,0,1,0.5653744705933362,0.43462552940666377
307,0,1,0.1583661546045465,0.8416338453954535
308,1,0,0.9548628440769594,0.04513715592304057
309,0,1,0.10050034700107534,0.8994996529989246
310,1,0,0.3751265313841085,0.6248734686158914
311,0,1,0.016056792880483246,0.9839432071195168
312,0,1,0.009504004700251159,0.9904959952997489
313,1,0,0.9912202092742881,0.008779790725711889
314,1,0,0.9695220930929499,0.0304779069070501
315,1,0,0.8869283047070204,0.11307169529297956
316,0,1,0.30779023216286094,0.6922097678371391
317,0,1,0.04042442874502942,0.9595755712549706
318,0,1,0.03436890724270588,0.9656310927572941
319,0,1,0.0833581061167876,0.9166418938832124
320,1,0,0.6438850506120469,0.3561149493879531
321,1,0,0.9043014159579911,0.09569858404200893
322,0,1,0.8457923444783239,0.15420765552167615
323,0,1,0.10903258912719517,0.8909674108728048
324,1,0,0.9905163095795042,0.009483690420495794
325,1,0,0.9226542661854513,0.07734573381454868
326,1,0,0.6555533620378322,0.3444466379621678
327,1,0,0.7715717413399641,0.2284282586600359
328,0,1,0.33092611197259747,0.6690738880274025
329,0,1,0.08145874638529106,0.918541253614709
330,0,1,0.20746513229202498,0.792534867707975
331,1,0,0.9357436557397224,0.0642563442602776
332,0,1,0.008526061647452059,0.9914739383525479
333,0,1,0.023219407501632143,0.9767805924983679
334,0,1,0.011658720985661277,0.9883412790143388
335,0,1,0.011066418861409164,0.9889335811385909
336,1,0,0.9747807710920715,0.025219228907928493
337,1,0,0.8944079204532989,0.10559207954670113
338,0,1,0.46051694857462294,0.539483051425377
339,0,1,0.0194234732843636,0.9805765267156364
340,1,0,0.5040395998957385,0.49596040010426146
341,1,0,0.4587732377826744,0.5412267622173256
342,0,1,0.04038858228849384,0.9596114177115062
343,1,0,0.36320427421392126,0.6367957257860788
344,1,0,0.28598744069905685,0.7140125593009432
345,1,0,0.7787679519951411,0.22123204800485885
346,1,0,0.8101425217377292,0.18985747826227084
347,0,1,0.011578493062949266,0.9884215069370508
348,0,1,0.23978221934462637,0.7602177806553736
349,1,0,0.7955319297178048,0.20446807028219516
350,0,1,0.5327935025980965,0.46720649740190345
351,1,0,0.9750325629840806,0.024967437015919414
352,1,0,0.8438208306192594,0.1561791693807406
353,0,1,0.03659170499039913,0.9634082950096009
354,0,1,0.014857046069907929,0.9851429539300921
355,1,0,0.8211550595078642,0.17884494049213584
356,0,1,0.009613881000821655,0.9903861189991784
357,1,0,0.7226722565330344,0.27732774346696565
358,1,0,0.9890380477835456,0.010961952216454351
359,1,0,0.7015608918201128,0.29843910817988717
360,1,0,0.2653585283175138,0.7346414716824863
361,0,1,0.8224276208911537,0.17757237910884627
362,1,0,0.4212921846889821,0.5787078153110179
363,0,1,0.6355654019023602,0.3644345980976398
364,1,0,0.9891710920113996,0.010828907988600367
365,0,1,0.2613480827889083,0.7386519172110917
366,1,0,0.9910924239601394,0.008907576039860587
367,1,0,0.9845337267216985,0.015466273278301523
368,0,1,0.05011175868513295,0.949888241314867
369,0,1,0.014681351726279492,0.9853186482737205
370,0,1,0.019992167615693418,0.9800078323843066
371,0,1,0.008855849840303603,0.9911441501596964
372,0,1,0.018787995974284908,0.9812120040257151
373,1,0,0.8732569168354474,0.12674308316455263
374,1,0,0.014948050131838746,0.9850519498681612
375,0,1,0.1531321098086389,0.8468678901913611
376,1,0,0.972043562063468,0.02795643793653202
377,0,1,0.00931029456183455,0.9906897054381655
378,1,0,0.9624816489697395,0.037518351030260466
379,0,1,0.11091267764176127,0.8890873223582387
380,0,1,0.023698684490977305,0.9763013155090227
381,1,0,0.8876911939266733,0.11230880607332672
382,1,0,0.8005009856158396,0.1994990143841604
383,1,0,0.9796620712977266,0.020337928702273356
384,1,0,0.9206133882556774,0.0793866117443226
385,1,0,0.9583059758265003,0.041694024173499655
386,0,1,0.11109010222138044,0.8889098977786196
387,1,0,0.042063360920020276,0.9579366390799797
388,1,0,0.9312561769330451,0.06874382306695492
389,1,0,0.959625604069385,0.04037439593061498
390,1,0,0.9933406476557909,0.006659352344209113
391,0,1,0.31565264553353395,0.684347354466466
392,0,1,0.23508471653118915,0.7649152834688109
393,1,0,0.9460444812187462,0.05395551878125382
394,0,1,0.18362703518308396,0.816372964816916
395,1,0,0.9879619682893207,0.012038031710679298
396,1,0,0.9754964261577237,0.024503573842276305
397,0,1,0.3520455736747098,0.6479544263252902
398,1,0,0.9314200844182758,0.06857991558172416
399,1,0,0.9337286838205217,0.06627131617947835
400,0,1,0.020456994038998158,0.9795430059610019
401,1,0,0.9841018878502077,0.01589811214979231
402,1,0,0.5380571811495002,0.4619428188504998
403,1,0,0.9665788731243887,0.03342112687561127
404,1,0,0.15453005798351643,0.8454699420164835
405,1,0,0.9829638080945428,0.017036191905457243
406,0,1,0.26737472472902735,0.7326252752709727
407,0,1,0.008230667093620431,0.9917693329063796
408,1,0,0.9845384973172739,0.015461502682726058
409,0,1,0.01821488699358624,0.9817851130064138
410,0,1,0.15357096079285623,0.8464290392071437
411,1,0,0.9900543017463934,0.009945698253606583
412,1,0,0.9901078412448692,0.009892158755130831
413,1,0,0.6972800243460613,0.3027199756539387
414,0,1,0.8050830895930676,0.19491691040693238
415,1,0,0.3975833350739513,0.6024166649260487
416,0,1,0.12261545662432007,0.87738454337568
417,0,1,0.1661233996944816,0.8338766003055185
418,1,0,0.8611870710377029,0.13881292896229713
419,1,0,0.9323742394183588,0.06762576058164116
420,1,0,0.9532824096841871,0.04671759031581291
421,1,0,0.9524013180562068,0.04759868194379324
422,0,1,0.018200483499713437,0.9817995165002865
423,1,0,0.5110489627590521,0.4889510372409479
424,0,1,0.01306828693861531,0.9869317130613847
425,0,1,0.6445777250874655,0.35542227491253453
426,0,1,0.38114408717854725,0.6188559128214528
427,1,0,0.9816037672162599,0.01839623278374014
428,0,1,0.199272113889778,0.800727886110222
429,0,1,0.023446007050989034,0.976553992949011
430,0,1,0.030175547144878835,0.9698244528551212
431,1,0,0.9379121702006644,0.06208782979933558
432,1,0,0.7828207398007563,0.21717926019924372
433,0,1,0.020059809793875158,0.9799401902061249
434,0,1,0.01697434822194037,0.9830256517780597
435,1,0,0.8918415609858408,0.10815843901415922
436,0,1,0.01518164715704906,0.9848183528429509
437,1,0,0.9650614371523676,0.034938562847632415
438,1,0,0.8968238987905459,0.10317610120945409
439,0,1,0.016520216744269615,0.9834797832557304
440,0,1,0.017096740690256264,0.9829032593097438
441,1,0,0.993080002267066,0.006919997732933947
442,1,0,0.23915968331864867,0.7608403166813513
443,1,0,0.23261952966826915,0.7673804703317308
444,1,0,0.9618743180112268,0.0381256819887732
445,1,0,0.9897734193806351,0.010226580619364878
446,1,0,0.9930359843914868,0.00696401560851323
447,1,0,0.9330043300779175,0.0669956699220825
448,0,1,0.24279728189967334,0.7572027181003267
449,1,0,0.01687351032861515,0.9831264896713848
450,1,0,0.9464178994973488,0.05358210050265122
451,0,1,0.6646403428912719,0.33535965710872806
452,1,0,0.34123850071503553,0.6587614992849644
453,1,0,0.9846858263590104,0.015314173640989637
454,0,1,0.0221390345746468,0.9778609654253532
455,1,0,0.5065623838771464,0.49343761612285364
456,0,1,0.008272894287106211,0.9917271057128938
457,0,1,0.44685313037430363,0.5531468696256964
458,0,1,0.012907346758839497,0.9870926532411605
459,0,1,0.023850260947892835,0.9761497390521071
460,0,1,0.02355138420251914,0.9764486157974809
461,1,0,0.8309117777167501,0.16908822228324993
462,0,1,0.9282723453510442,0.07172765464895581
463,0,1,0.7178228306729367,0.28217716932706327
464,1,0,0.9911786990837987,0.008821300916201258
465,0,1,0.24025277066634723,0.7597472293336528
466,0,1,0.11477388468898467,0.8852261153110154
467,1,0,0.977816891018007,0.02218310898199305
468,0,1,0.06512881846607173,0.9348711815339282
469,1,0,0.9912700330138534,0.008729966986146587
470,0,1,0.008338857409261513,0.9916611425907385
471,1,0,0.9918276128765724,0.008172387123427605
472,0,1,0.01133566550495057,0.9886643344950494
473,1,0,0.9822145862851417,0.01778541371485831
474,0,1,0.5931520126084212,0.4068479873915788
475,1,0,0.99350139521667,0.006498604783329975
476,0,1,0.015336953008435537,0.9846630469915645
477,1,0,0.6544239942680623,0.3455760057319377
478,1,0,0.9917807683861974,0.008219231613802558
479,1,0,0.5819974277177203,0.41800257228227966
480,1,0,0.8012278837111378,0.19877211628886216
481,1,0,0.8867019440967394,0.11329805590326059
482,1,0,0.41226995927649435,0.5877300407235057
483,1,0,0.7982803196343061,0.20171968036569388
484,1,0,0.719734115408637,0.28026588459136303
485,1,0,0.9838821711670748,0.01611782883292523
486,0,1,0.011594797900445276,0.9884052020995547
487,1,0,0.1100365213128397,0.8899634786871603
488,1,0,0.9900886590407173,0.0099113409592827
489,1,0,0.9820603222201234,0.017939677779876595
490,0,1,0.4149759302410846,0.5850240697589154
491,1,0,0.7860580583905411,0.2139419416094589
492,0,1,0.10657740507313215,0.8934225949268678
493,0,1,0.04658425704078881,0.9534157429592112
494,1,0,0.43462246579634983,0.5653775342036502
495,0,1,0.20318951991641118,0.7968104800835888
496,1,0,0.7184044962904538,0.2815955037095462
497,0,1,0.01594316207305064,0.9840568379269493
498,1,0,0.9921856471060007,0.007814352893999343
499,1,0,0.9930504699147882,0.006949530085211819
500,1,0,0.8891035810880829,0.11089641891191715
501,1,0,0.613242758981465,0.38675724101853504
502,0,1,0.14127700760121745,0.8587229923987826
503,1,0,0.9622376977459678,0.03776230225403221
504,1,0,0.8751532168733613,0.12484678312663866
505,0,1,0.0364799463460402,0.9635200536539598
506,1,0,0.9853603216433602,0.014639678356639818
507,1,0,0.9652890512798817,0.03471094872011826
508,1,0,0.9900284647204929,0.009971535279507115
509,1,0,0.9135044345315211,0.08649556546847892
510,1,0,0.7745444379993964,0.22545556200060357
511,0,1,0.32792838975195376,0.6720716102480462
512,1,0,0.9881941595470672,0.011805840452932759
513,1,0,0.9772602588043587,0.02273974119564126
514,0,1,0.011568730493096133,0.9884312695069039
515,0,1,0.00960014783310298,0.990399852166897
516,0,1,0.24317212364405805,0.756827876355942
517,1,0,0.9610419752176366,0.03895802478236343
518,1,0,0.9931236097296814,0.006876390270318611
519,0,1,0.032426007802054645,0.9675739921979454
520,1,0,0.7391021434813588,0.26089785651864117
521,0,1,0.251412810033858,0.748587189966142
522,1,0,0.9918304956235754,0.008169504376424608
523,1,0,0.9712846912122064,0.028715308787793603
524,1,0,0.9702084759571876,0.02979152404281238
525,1,0,0.4469335077703333,0.5530664922296666
526,0,1,0.32042813271708565,0.6795718672829143
527,0,1,0.10285204618074682,0.8971479538192532
528,0,1,0.012916551487573955,0.987083448512426
529,1,0,0.9769602225882295,0.023039777411770546
530,1,0,0.9619115014658485,0.03808849853415153
531,1,0,0.993923170008378,0.006076829991621957
532,1,0,0.993734230372984,0.006265769627015971
533,1,0,0.6579826409082637,0.34201735909173625
534,1,0,0.9421261833033181,0.0578738166966819
535,1,0,0.9895190251659468,0.010480974834053192
536,1,0,0.9733115647573813,0.026688435242618658
537,0,1,0.0811727161647739,0.918827283835226
538,0,1,0.4026203826256429,0.5973796173743571
539,0,1,0.02638023341820116,0.9736197665817988
540,1,0,0.9904395143506657,0.009560485649334316
541,1,0,0.7616498899103756,0.23835011008962437
542,0,1,0.06827004431961309,0.9317299556803869
543,1,0,0.8602065843058864,0.13979341569411363
544,0,1,0.7826679909836438,0.2173320090163562
545,0,1,0.21108914126895148,0.7889108587310485
546,0,1,0.02265577620067264,0.9773442237993274
547,0,1,0.8600532070435197,0.13994679295648027
548,1,0,0.5751945443931195,0.42480545560688054
549,1,0,0.9439158573345701,0.05608414266542994
550,1,0,0.5748421601382795,0.4251578398617205
551,1,0,0.9739619930045096,0.026038006995490415
552,1,0,0.6500066382704832,0.3499933617295168
553,1,0,0.6702640850927195,0.3297359149072805
554,1,0,0.9794983669575431,0.02050163304245689
555,0,1,0.29626003851468113,0.7037399614853188
556,0,1,0.02765651720751804,0.972343482792482
557,0,1,0.009832574562520608,0.9901674254374794
558,1,0,0.9340955369242262,0.0659044630757738
559,0,1,0.7863554919363825,0.21364450806361746
560,1,0,0.8948057185982903,0.10519428140170972
561,1,0,0.0589471298632152,0.9410528701367848
562,0,1,0.02829725203523658,0.9717027479647634
563,0,1,0.008538850698470511,0.9914611493015295
564,0,1,0.19875013420926776,0.8012498657907322
565,1,0,0.730896710386749,0.26910328961325103
566,1,0,0.27337629077618086,0.7266237092238191
567,0,1,0.3716252477486712,0.6283747522513288
568,1,0,0.9843511759348084,0.015648824065191635
569,0,1,0.19506238771285947,0.8049376122871406
570,0,1,0.5596877467912906,0.44031225320870937
571,1,0,0.9496229897335606,0.05037701026643937
572,0,1,0.2819980403042926,0.7180019596957075
573,1,0,0.7893259169422434,0.2106740830577566
574,1,0,0.9764232959084727,0.023576704091527345
575,1,0,0.9900008551895739,0.009999144810426075
576,1,0,0.03139326843935934,0.9686067315606407
577,1,0,0.9874558362028951,0.01254416379710488
578,1,0,0.5052905352444764,0.4947094647555236
579,0,1,0.08967937059928853,0.9103206294007115
580,0,1,0.4234461389857046,0.5765538610142954
581,1,0,0.9926108482904603,0.0073891517095396875
582,1,0,0.5065448611430952,0.49345513885690484
583,0,1,0.16624404266622442,0.8337559573337756
584,1,0,0.807525124958395,0.192474875041605
